budget,popularity,vote_count,revenue
50000000,20.566554,817,160602194
50000000,20.333953,434,119208989
50000000,33.98637,652,41482207
50000000,42.472324,1417,83719388
45000000,29.880122,1267,129394835
50000000,28.803802,750,40203020
50000000,14.993459,298,55495563
50000000,9.114168,104,49000000
50000000,12.31101,269,69425966
40000000,41.362082,1233,144056873
50000000,13.298205,189,49718611
40000000,19.085403,371,60462347
50000000,11.106006,205,113309743
50000000,12.25622,149,83761844
50000000,13.365715,510,105197635
50000000,16.167093,268,56714147
50000000,23.073933,387,30303072
50000000,6.567065,654,82169884
50000000,6.22577,75,58900031
44000000,42.933027,1817,63327201
50000000,19.226763,286,42792561
50000000,10.089065,206,26199517
50000000,13.391833,368,60161391
50000000,21.637234,373,42277365
70000000,61.245957,1436,23159305
50000000,25.237969,775,34808403
50000000,21.589393,428,25035950
50000000,22.442241,480,38955598
50000000,74.64653,1148,71561644
51500000,35.481169,848,55112356
50000000,14.723467,458,44434439
60000000,21.084542,367,66976317
49900000,21.408222,501,26121638
50000000,19.267479,391,38502340
50000000,3.314004,81,10541523
50000000,21.312186,274,16671505
50000000,7.44268,108,10382407
22000000,12.54949,235,24188922
50000000,18.394571,444,22944502
50000000,8.189406,44,9851610
50000000,27.631262,760,40828540
60000000,40.721373,984,60052138
50000000,37.253774,797,55969000
50000000,6.397388,76,6808550
50000000,30.387148,600,28931401
50000000,8.139676,112,12764201
49000000,21.746245,437,72700000
49000000,2.808428,71,20423389
50000000,31.02233,666,36348784
48000000,25.170217,562,207515725
48000000,80.972475,3152,474171806
49000000,116.700319,3062,104399548
73000000,33.884459,826,151493655
48000000,53.043124,1267,196397415
75000000,34.973086,692,108000000
50000000,40.371098,547,3324330
48000000,18.60049,518,85498534
48000000,30.920075,695,50315140
48000000,19.348007,512,90383208
58000000,8.59075,68,25928721
55000000,48.801089,1188,70016220
48000000,88.844777,2200,325771424
48000000,16.000178,333,77745568
47000000,19.525659,594,102825796
47000000,7.859226,251,103738726
48000000,18.102572,339,124305181
48000000,7.226115,103,35743308
15000000,63.071046,1488,125212904
47000000,10.410933,104,38085778
47000000,6.067212,74,12379402
38000000,15.401855,584,299288605
46000000,41.322708,1148,113714830
46000000,25.6713,661,150000000
47000000,22.581313,420,10539000
46000000,12.971122,232,100860818
45000000,26.721386,1424,181000000
25000000,24.672234,573,15436808
46000000,0.146783,2,5200000
46000000,28.964162,543,341631208
45000000,49.353524,2757,376141306
48000000,36.585509,912,220673217
45000000,32.624355,961,212000000
45000000,53.090422,1309,101702060
40000000,30.002907,697,95149435
45000000,17.923254,371,195268056
45000000,17.746719,278,117615211
45000000,31.305336,1111,175372502
45000000,19.637704,433,178051587
43000000,10.411996,406,154749918
46000000,88.496873,3085,122126687
45000000,52.081131,1634,104876233
45000000,30.816341,710,90683916
45000000,35.376971,982,141220678
45000000,17.047276,501,165184237
45000000,43.815492,1905,131183530
30000000,23.234651,496,76669806
45000000,17.270539,299,94935764
45000000,27.684779,610,136885767
45000000,26.79781,575,113916474
40000000,37.073127,1869,244931766
120000000,87.350802,2303,363258859
35000000,26.134678,741,74558115
45000000,16.582709,313,170362582
45000000,10.731574,150,53854588
45000000,8.99269,176,56070433
50000000,51.742065,1315,104478416
45000000,12.06538,1292,148412065
40000000,44.120328,1006,123494610
45000000,6.156015,119,38399961
45000000,31.856589,766,82966152
25000000,24.459948,537,56422687
40000000,28.029015,852,160583018
50000000,20.239061,366,55181129
40000000,25.876582,562,30925690
35000000,20.360549,796,75225693
55000000,32.31022,661,65664721
70000000,27.568194,676,72108608
45000000,13.707183,244,57881056
35000000,12.495436,215,29400000
45000000,6.803965,151,38058335
45000000,9.025236,136,17300889
44000000,3.770161,71,13681765
45000000,21.118196,670,60222298
45000000,6.513856,154,11203026
45000000,11.387408,90,9323833
45000000,14.813057,332,42487390
40000000,5.201688,80,8493890
45000000,5.361699,81,4607608
45000000,3.848893,11,2154540
45000000,35.6585,1007,160078586
65000000,5.258726,28,73706
44500000,62.01056,3423,232324128
44000000,54.884297,1220,368875760
40000000,33.747825,858,136000000
44000000,16.245068,715,165615285
44000000,38.653969,864,300400432
2600000,46.007991,1355,84300000
44000000,5.380124,55,3484331
50000000,49.020045,1528,111340801
40000000,24.821138,685,34227298
43000000,19.043286,302,80049764
45000000,25.999888,518,50871113
43000000,18.65632,280,68696770
42000000,23.736535,501,270248367
44000000,21.75433,566,48190704
40000000,44.094856,1045,51070807
42000000,62.714026,4074,201585328
42000000,28.969151,1262,363889678
45000000,31.789029,1150,224834564
42000000,33.238296,773,171963386
40000000,6.420434,134,70100000
43000000,37.654688,1575,158674180
31115000,13.244365,146,71000000
42000000,14.046705,184,63781810
32000000,14.733513,305,55157539
32000000,28.22119,541,156167015
42000000,45.151657,922,89162162
60000000,15.205371,191,56359980
48000000,14.587367,232,20915465
42000000,34.828241,1335,24127895
31000000,23.607392,635,177394432
40000000,19.438503,388,36893721
44000000,74.168016,2304,12342632
42000000,7.349497,136,11087569
33000000,7.663515,148,14000000
41000000,32.798571,1626,215000000
65000000,36.670399,907,117487473
40000000,73.085576,3147,672806292
42000000,34.041407,925,46221189
41000000,9.419726,248,7448385
8000000,28.456572,891,90815558
40000000,49.664128,2807,251171807
40000000,36.238968,1804,317375031
70000000,19.439386,278,177841558
40000000,43.345252,3829,332000000
40000000,115.241998,5878,126546825
40000000,98.755657,3254,571006128
38000000,21.998734,511,197011982
40000000,25.219805,509,152266007
40000000,26.516624,699,190212113
40000000,37.084384,1526,149295601
40000000,21.661028,354,107458785
40000000,68.794673,1949,320170008
40000000,69.27822,3391,224920315
40000000,26.253357,959,177259441
45000000,32.549282,750,178262620
40000000,24.992057,736,161834276
40000000,45.769562,2900,244527583
40000000,36.301202,944,111811453
40000000,45.022964,1056,215862692
40000000,22.853006,560,129540499
40000000,31.884559,787,95020213
40000000,31.385257,767,128798265
40000000,67.767785,1127,169837010
40000000,24.287306,542,120455994
35000000,53.114573,1881,194564672
40000000,25.136082,555,124827316
40000000,37.776566,732,75505856
40000000,21.743321,467,124731534
40000000,66.003433,2691,158733820
40000000,24.862767,716,151161491
41000000,25.391899,515,91636986
40000000,29.854773,731,141069860
40000000,26.82041,502,205405498
40000000,17.61292,371,138259062
57000000,21.021809,441,147845033
20000000,52.571674,1350,136267476
40000000,34.519636,1437,196781193
40000000,32.478077,831,186167139
40000000,48.445978,2583,165478348
40000000,24.012986,457,91753202
40000000,17.869443,612,90029656
50000000,14.231899,297,170128460
40000000,23.088571,511,54682547
40000000,19.833664,336,87840042
35000000,26.595983,453,75395048
40000000,26.072228,902,85412898
30000000,38.643914,1265,130786397
40000000,74.440708,4391,109676311
42000000,82.185281,1536,107670357
40000000,18.14218,332,74597643
40000000,41.570047,1221,120175290
40000000,23.331459,440,191185897
40000000,47.649554,1206,126248813
40000000,32.908414,972,92913171
40000000,29.88736,670,114830111
43000000,29.105407,573,91974818
40000000,19.574774,394,84601681
40000000,14.199933,255,67347013
40000000,12.229516,235,45916769
40000000,27.303608,629,141591324
36000000,3.698276,316,74000000
40000000,39.381913,740,41797066
40000000,17.659032,554,145896422
40000000,43.151268,1789,97552050
40000000,15.283444,284,41863726
40000000,35.21926,902,97138686
40000000,25.580272,474,96618699
38000000,10.794175,275,34416893
40000000,72.641296,1695,126069509
40000000,3.415534,40,36037909
47000000,38.555482,866,157887643
40000000,24.313684,432,55707411
30000000,9.965073,182,50451307
25000000,8.178203,138,48063435
40000000,31.066874,708,55247881
40000000,22.491388,412,58785180
40000000,12.885985,186,46442528
40000000,7.832337,135,30199105
40000000,10.433667,155,31670620
75000000,4.842626,45,29000000
40000000,13.210898,147,49627779
40000000,3.296933,56,27053815
40000000,19.372805,278,65754228
40000000,13.445697,205,62771059
500000,17.002096,345,3000000
40000000,4.516953,81,24332324
40000000,33.785969,824,60965854
40000000,16.059443,190,38172500
40000000,3.476966,92,22433915
40000000,7.360793,119,46546197
45000000,14.513305,256,20350754
40000000,22.364549,642,60474340
63600000,4.494788,145,19412993
42000000,47.559928,2025,180274123
55000000,2.410546,28,14375181
40000000,41.258956,1176,46471023
40000000,8.980846,124,16872671
40000000,7.222985,125,14358033
10000000,73.720244,3310,173921954
60000000,15.219263,248,13395939
40000000,8.303696,152,24719215
38000000,4.746085,54,28121100
40000000,6.756886,105,18902015
40000000,16.424807,348,28169671
40000000,15.590001,482,19322135
45000000,14.566664,135,10667893
33000000,28.353517,774,20645327
40000000,2.911819,28,10959475
50000000,51.502884,1182,32017803
40000000,13.119133,373,22044277
40000000,26.935458,392,13644292
40000000,16.282962,213,23937870
20000000,31.690456,1006,117760134
20000000,17.842246,398,7563728
39200000,64.238688,2854,86758912
15000000,44.690107,953,94000000
40000000,16.254032,135,100000000
39000000,37.492928,798,101229792
39000000,27.908783,932,35287788
39000000,45.388937,1264,38869464
39000000,2.817364,32,6614280
39000000,22.164202,490,75850624
40000000,21.362949,433,44907260
80341000,14.8375,205,127814609
30000000,18.256028,394,180622424
38000000,22.332927,972,205298907
38000000,24.085144,521,119723358
38000000,14.779041,452,120000000
3860000,19.947265,273,64076736
38000000,16.801218,850,114156230
50000000,20.825781,396,73956241
38000000,11.500783,264,51801187
38000000,41.258487,567,107597242
53000000,6.454634,88,29700000
38000000,30.359164,756,58401898
38000000,3.426555,80,17380126
57000000,11.60815,190,16991902
10000000,18.664624,417,47536959
38000000,10.047579,86,10300000
15000000,52.731379,1588,19629760
38000000,46.630062,2035,98337295
37000000,4.131546,52,6482195
55000000,23.465539,605,17869048
32000000,25.682509,701,28258060
38000000,6.760922,75,5410749
40000000,3.87823,71,9793496
38000000,57.889964,1945,109906372
37000000,57.773583,1915,173567581
37000000,24.218358,1468,154026136
40000000,27.009723,594,79700000
37000000,31.941347,1222,163720069
37000000,14.353279,330,100076342
38000000,33.003828,2277,90247624
37000000,30.993736,825,48451803
30000000,25.825771,511,55583804
38000000,46.078371,1201,112343513
37000000,6.63839,163,95404397
37000000,127.084938,3561,392616625
36000000,27.465433,594,102244770
65000000,16.865782,352,117758500
37000000,100.348805,2972,269994119
36500000,2.785832,23,21834845
36000000,9.176339,198,50159144
36000000,23.380757,338,160000000
36000000,33.926473,894,64572262
36000000,6.967857,96,52424533
42000000,11.470135,173,32168970
36000000,19.854932,258,44350926
37000000,29.652536,692,26250020
37000000,11.492474,556,96047633
36000000,70.398356,1808,12532777
36000000,1.068453,14,3003296
37000000,6.293217,99,63800345
35000000,82.21166,6173,459270619
36000000,19.167377,379,156844753
33000000,18.316151,1011,310940086
35000000,44.104469,2096,411348924
35000000,36.172182,811,321731527
29000000,25.767395,1597,309208309
35000000,21.543389,867,147934180
35000000,50.309843,2277,117000000
38000000,49.292384,1668,252276927
35000000,83.893257,3088,326551094
35000000,24.616634,530,139000000
35000000,34.005726,1645,173965010
35000000,27.714043,675,182300000
35000000,45.149948,1375,69823199
35000000,72.774941,1181,140795793
35000000,3.74263,225,68915888
27000000,29.381878,542,231976425
35000000,24.860326,1310,126216940
35000000,11.041659,550,86369815
35000000,23.607071,453,113374103
1800000,38.204158,1180,25504513
33000000,25.413955,436,104155843
35000000,9.525037,103,60251371
34000000,18.39217,345,95608995
32000000,9.254647,141,52277485
35000000,40.526587,2237,150483765
35000000,50.179171,1462,108758521
35000000,31.957947,1226,112544580
34000000,19.822791,370,48169908
35000000,38.429648,896,88058786
35000000,13.707843,210,92219310
35000000,51.927471,1428,91353501
35000000,14.503568,253,69307224
30000000,11.120167,140,58405313
35000000,40.370442,1147,41954997
33000000,40.715623,2065,102984862
10700000,36.230204,794,122200000
35000000,25.903237,613,85416905
40000000,60.231382,3417,173930596
35000000,18.38292,458,77477008
35000000,14.029012,296,59901913
35000000,6.889633,97,35323292
35000000,19.286099,325,99423521
35000000,50.587541,1864,120072577
40000000,17.157738,677,68766121
27000000,22.636908,811,115505027
35000000,28.069419,741,84606030
35000000,19.774543,485,72436439
35000000,11.644243,239,45479110
35000000,27.934978,730,57120318
35000000,12.677505,238,32483410
35000000,8.737058,245,40263020
35000000,12.343507,233,27107960
35000000,14.699342,325,36098382
45000000,14.513243,300,30353232
35000000,5.525544,157,25105255
8900000,15.079993,318,4100000
35000000,23.835055,436,93246388
30000000,25.454549,523,68369434
31000000,22.71592,437,27388767
35000000,35.120736,823,50363790
35000000,19.893646,961,82087155
35000000,14.051852,235,19478106
35000000,19.088655,379,25871834
56000000,29.490057,593,19701164
35000000,11.195593,167,19294901
35000000,17.709888,832,31083599
35000000,18.262017,647,51680201
35000000,10.10364,159,29882645
35000000,28.670477,1455,46216641
31000000,16.736734,293,41512007
35000000,13.668633,149,39340177
27000000,9.904881,129,16519460
35000000,9.789027,216,63215872
35000000,10.73522,212,18317151
35000000,6.727949,55,13678913
35000000,16.343317,322,27409889
40000000,14.818718,220,12206028
32000000,43.862456,987,54674226
35000000,27.903999,555,17508518
35000000,3.746806,91,11560806
20500000,17.112498,294,10089373
35000000,10.304172,135,12506188
35000000,37.335721,1121,61181942
35000000,16.782471,357,42064105
35000000,3.503408,53,4651977
35000000,9.07278,142,16838910
35000000,2.877488,25,15000000
38000000,5.516207,49,635096
35000000,20.27704,307,10496317
34000000,131.815575,5371,348319861
35000000,16.832312,320,14431253
34000000,9.133747,169,32255440
35000000,24.606012,827,15304890
70000000,3.276912,29,11263966
35000000,16.830184,344,2106557
41677699,39.58676,926,187479518
34000000,41.946523,1064,63013281
75000000,20.697556,254,19598588
35000000,15.50957,224,27330000
32000000,4.602185,67,40382659
40000000,40.379966,877,243240178
50000000,12.601306,110,79958599
30000000,24.389194,506,173959438
30000000,23.328823,469,64626786
33000000,29.775441,663,140470746
33000000,19.642328,497,62022014
33000000,35.099611,766,54700105
30000000,16.541791,238,27610873
30000000,31.92695,799,40346186
32350000,46.509071,4665,572700000
30000000,21.538222,363,22211426
32000000,33.923786,813,113019290
35000000,20.908494,394,24159934
32000000,16.901954,987,173398518
32000000,15.039407,323,152036382
32000000,14.642055,359,80197993
32500000,17.107065,1661,288383523
32000000,38.21708,2359,126041322
29000000,14.993169,242,50041732
32000000,24.147269,544,48814909
32000000,18.47242,394,69055695
35000000,18.84332,414,21819348
32000000,15.901137,313,83615414
32000000,59.19888,2699,147332697
32000000,14.48851,374,36733909
30000000,23.197408,1018,77566815
33000000,10.651202,232,9494789
35000000,10.032626,143,31755742
32000000,34.628738,832,60740827
32000000,47.5612,1061,85167639
32000000,16.473355,427,18552460
28000000,6.201404,104,30016165
32000000,25.799697,620,18409891
70000000,4.822033,104,53587404
30000000,26.9385,724,27437881
32000000,4.098444,24,3566637
32000000,5.347936,86,5914908
31500000,49.973462,2055,89460381
32000000,13.611544,262,42045846
31500000,27.891012,557,14708696
31000000,13.864975,279,128499205
31000000,42.213765,2415,161772375
34000000,29.887404,541,210308099
30000000,74.417456,4519,174600318
31000000,7.06762,131,24185781
31000000,15.895661,433,53208180
31000000,19.258041,462,68106245
31000000,47.753598,1195,104384188
30250000,15.585138,302,115101622
45000000,32.217425,677,306776732
34200000,34.86859,875,234801895
30000000,36.432598,1344,287553595
30000000,73.640445,5269,373554033
30000000,49.526736,1783,350448145
30000000,26.780961,1293,196114570
31000000,6.487344,89,15134293
30000000,25.996219,821,136706683
30000000,46.212155,957,199200000
25000000,32.105328,1101,115922175
20000000,41.156217,981,167722310
30000000,37.179547,848,191502426
30000000,34.391792,1099,212385533
37000000,40.176265,1023,165335153
26000000,10.704596,166,116400000
33000000,79.579532,5765,327311859
30000000,63.13678,3382,210819611
30000000,27.870755,574,140161792
25000000,31.242999,1422,156822020
30000000,70.456012,2439,216763646
80000000,29.415229,503,176885658
29000000,55.109138,3067,115603229
30000000,30.695228,978,160259319
35000000,13.788422,449,155545279
30,4.590277,100,103
30000000,3.845231,56,74787599
30000000,26.952727,619,160638883
25000000,33.704181,1205,163670000
30000000,19.925026,362,105834556
35000000,43.742241,2652,116980662
30000000,46.377628,4697,47042000
30000000,34.36645,733,254134910
30000000,12.967137,284,114281051
30000000,50.670253,1172,105173115
45000000,24.694551,607,92374674
30000000,11.409124,205,63833449
30000000,33.385429,856,114663461
19000000,8.584398,214,69631118
37000000,41.569541,1204,96455697
30000000,43.753585,1990,151119219
53000000,28.350529,1317,83282296
80000000,10.81051,196,118880016
30000000,19.578249,376,70200000
30000000,28.624038,521,51132598
30000000,27.230493,506,152427960
30000000,30.380747,643,192452832
30000000,29.489274,977,156835339
30000000,8.058109,123,93772522
30000000,33.369305,1049,129266061
30000000,11.19602,243,45892212
30000000,14.585968,140,54819301
40000000,43.571612,1894,117195061
30000000,55.424027,2416,84025816
30000000,65.364452,2067,91709827
30000000,45.083509,966,90810892
25000000,82.052056,1990,65663276
30000000,25.060342,582,159291809
25000000,11.42943,159,51842679
30000000,32.26789,721,53653224
30000000,33.394082,767,75505973
30000000,73.987775,2263,66486080
30000000,10.608998,359,84646831
30000000,12.821329,238,38413606
27000000,30.131498,703,38122105
25000000,12.113235,384,38748395
30000000,31.191975,1263,63782078
30000000,11.916389,221,51376861
30000000,20.355458,359,36160375
30000000,63.848541,1463,82394288
30000000,8.999675,162,34742066
30000000,9.278361,206,41480851
30000000,55.806402,1262,48428063
30000000,48.237797,1323,63372757
30000000,19.143721,258,14460000
19000000,15.67747,210,39267515
30000000,4.52363,66,29202884
30000000,5.301589,163,24048000
30000000,20.063165,339,108609310
35000000,6.246199,112,22034832
30000000,27.71063,457,53909751
30000000,2.850896,66,21800302
30000000,34.421696,905,51148651
30000000,15.89534,458,31070211
30000000,18.706504,311,35294470
30000000,9.607391,127,19204929
25000000,2.77255,47,17193231
30000000,20.236951,1233,102820008
30000000,16.883429,313,16930884
35000000,12.779201,125,25224242
40000000,14.729386,278,26155781
37000000,11.374306,221,37962774
30000000,10.703602,240,31148328
30000000,10.756266,202,15007991
30000000,4.352422,68,15368897
30000000,9.301562,157,13001257
17000000,18.27083,603,24922237
30000000,19.106154,330,30536013
25000000,12.10235,114,30114487
23000000,3.362045,152,12
30000000,10.694417,131,13521829
30000000,6.353971,161,18618284
30000000,37.181019,869,64352607
30000000,4.952735,129,8454301
30000000,22.975918,543,62616646
30000000,8.359599,153,18195610
18000000,16.102271,383,26828365
30000000,8.386432,141,35078241
21000000,12.790408,205,480314
30000000,35.53352,776,14711793
30000000,4.065212,41,108348
30000000,13.268936,286,2527904
19000000,66.242737,2238,140752617
29000000,71.496894,1940,287506194
28000000,35.580032,718,186438883
30000000,8.085872,159,37036004
30000000,18.165957,275,33013805
29000000,8.93941,85,16930185
29000000,20.55509,431,78636257
12000000,12.653831,287,24829644
29000000,24.240361,455,21126225
28000000,92.982009,3416,504050219
28000000,61.76233,1355,201634991
28000000,66.976776,2781,333000000
30000000,7.981116,147,100491683
60000000,21.252797,400,105178561
29000000,19.237254,392,48902953
29000000,27.555646,594,98185582
28000000,66.169628,3948,140767956
28000000,24.917665,564,92380927
28000000,57.518472,2607,133346506
28000000,7.534003,159,64445708
28000000,44.529429,1016,102356381
35000000,14.949395,427,94728529
30000000,14.726338,356,17137302
21000000,24.13081,1286,71441250
30000000,45.915165,1061,90259536
28000000,28.043508,799,134402450
28000000,26.090746,490,195312802
28000000,14.530803,521,77516304
27000000,13.308127,282,101646581
28000000,38.0958,1337,60780981
28000000,37.729059,823,97594140
28000000,18.650748,471,39514713
28000000,15.794946,327,92601050
28000000,45.054936,4645,96188903
28000000,25.039383,531,40547440
28000000,6.756771,148,33000337
28000000,22.14595,493,100654149
28000000,36.58383,1358,121147947
28000000,94.056131,3509,33139618
28000000,10.703456,148,31596911
28000000,41.638961,883,52597999
21000000,14.518708,323,54926886
35866397,3.75074,49,20217080
28000000,22.074306,491,38159905
28000000,4.436792,69,8888143
28000000,14.639324,345,45236543
28000000,1.767479,46,8345056
28000000,13.145205,296,14010832
28000000,12.921594,195,7002261
28000000,28.397048,640,16374328
28000000,7.039189,91,5684789
27000000,16.785866,244,17286299
28000000,40.28635,2224,60700000
24000000,6.009644,61,23321954
28000000,25.520976,615,68896829
27500000,25.633663,527,187500000
30000000,22.527211,1214,219076518
30000000,24.09152,598,95714875
35000000,6.248273,57,43650785
8000000,9.548391,67,27187653
15000000,12.576381,235,49469904
27500000,12.741073,205,24748670
27000000,16.188572,413,96900000
27000000,18.913,345,60527873
27000000,44.714264,1065,115229890
27000000,11.870301,238,44352417
27000000,28.227984,607,129000000
27000000,11.678561,247,56870414
27000000,36.921445,1323,56308881
27000000,17.567332,235,21500000
30000000,16.698316,288,15395087
27000000,47.862016,1002,20158808
27000000,39.324831,828,27200316
25000000,5.650125,120,11137801
27000000,3.123583,44,76000000
27000000,23.917982,563,29000000
27000000,8.715822,98,13000000
27000000,14.788073,222,85564310
27000000,38.279458,1068,93282604
28,9.670031,173,14
27000000,17.193659,333,21148829
25000000,8.31653,127,6673422
26000000,31.250383,788,183293131
26000000,24.345651,879,110230332
26000000,38.473732,1983,109449237
25000000,31.792964,796,289317794
28000000,61.309619,1131,53181600
15000000,5.411154,628,201957688
27000000,41.832392,1148,101624843
26000000,21.988861,399,65705772
22000000,19.068175,262,68296293
26000000,24.114459,404,61489265
22000000,20.256571,207,50750000
26000000,8.802626,455,57891803
26000000,37.355826,1023,90426405
26000000,39.742009,1112,71868327
26000000,30.981604,629,67918658
25000000,31.893932,1573,86175291
26000000,5.894163,89,38793283
26000000,22.07638,633,43318349
26000000,10.925618,144,28818995
56000000,21.219292,718,142044638
42000000,14.831402,198,35402320
26000000,22.520842,426,29657751
30000000,3.314094,54,14000000
26000000,7.964451,110,36800000
25530000,4.475007,84,20080020
26000000,66.097437,1091,30523226
25000000,20.679652,417,82466670
30000000,38.171417,864,611899420
25000000,30.884535,1591,441286195
25000000,49.510658,1709,412800000
33000000,50.7453,3086,269958228
25100000,10.445391,143,29506464
25000000,80.879032,4369,226830568
26000000,33.93914,765,35926213
25000000,26.576385,661,411006740
22000000,104.469351,4329,321365567
25000000,42.191509,1910,124272124
28000000,20.267062,364,8555008
30000000,26.69592,594,114908830
25000000,12.739721,231,80936232
25000000,46.942396,2251,170764026
25000000,15.505137,286,78000000
25000000,38.272889,1384,76270454
25000000,53.645267,3003,171600000
25000000,28.468,853,153997819
25000000,35.310712,1356,281929795
25000000,28.727731,951,152500343
45000000,4.340616,377,124914842
25000000,14.604911,210,119772232
25000000,38.688822,1331,147780440
25000000,30.537845,626,56505065
25000000,19.750059,330,91036760
2800000,25.939385,476,60922980
25000000,31.64341,974,117719158
25000000,26.811541,946,99357138
60000000,40.646102,1113,137587063
25000000,34.160448,1223,116766556
25000000,48.552871,1451,77278331
25000000,18.228538,440,122644820
26000000,29.342744,1493,90574188
25000000,63.654244,3128,46836394
28000000,11.859396,284,58795814
25000000,24.356483,711,122489822
25000000,70.105981,2948,65884703
23000000,21.189028,355,43984230
25000000,31.364901,770,63100000
25000000,37.817905,1537,77208711
25000000,6.086083,112,41604473
25000000,17.17372,386,39053061
25000000,16.936576,298,64437847
25000000,25.838073,529,70442940
25000000,5.625632,115,36351350
25000000,17.312433,259,38307627
25000000,53.811461,1798,66980456
17000000,19.045146,299,63102666
25000000,21.729434,444,59192128
25000000,12.837116,236,56489558
25000000,20.953265,451,41597830
20000000,10.81439,671,33889159
25000000,27.683874,663,229736344
20000000,9.855474,199,70992898
25500000,12.756344,171,2415472
25000000,29.533437,797,66122026
30000000,14.179538,334,82150642
25000000,14.340095,350,50671850
25485000,9.795985,147,29548291
25000000,6.889437,123,100000000
25000000,19.428994,325,34942188
25000000,136.747729,8205,28341469
21150000,6.081772,146,39438674
27000000,17.329269,244,25023434
25000000,22.622453,543,39171130
25000000,20.561682,483,74188937
25000000,13.288177,185,27645491
30000000,19.212552,318,42886719
23000000,29.365851,661,46152800
25000000,10.232599,134,21567853
25000000,8.870614,183,22200000
25000000,19.402816,1262,114977104
25000000,24.903418,515,23580000
25000000,14.562197,341,36993168
25000000,18.896239,414,40452643
25000000,15.960916,530,17000000
25000000,25.848003,656,20796847
25000000,7.538513,110,15431177
30000000,21.606001,597,33333531
25000000,3.707511,29,24362772
25000000,7.001176,147,19829957
25000000,39.784026,824,30411183
25000000,10.115011,101,51702483
25000000,32.854557,973,42972994
28000000,8.363702,132,10126458
25,4.88794,59,13
25000000,14.17009,304,28831145
25000000,9.169271,137,15478800
25000000,8.127728,210,13411957
25000000,10.699952,378,24902723
25000000,29.796394,705,11000000
25000000,51.915025,1272,23057115
28000000,8.314624,97,16900000
25000000,4.002579,82,11207130
25000000,3.888776,45,10719357
25000000,7.296459,111,13000000
14000000,21.680424,498,85446075
25000000,7.946769,25,10070000
25000000,7.473455,144,10324441
25000000,5.073536,60,11772461
32000000,41.075532,1087,27635305
25000000,4.020194,22,5778353
25000000,8.186936,138,4064495
25000000,17.603823,387,19844979
25000000,7.008216,118,2405420
25000000,20.011435,738,27603069
25000000,3.849873,19,777423
25000000,3.593165,49,2336172
13500000,30.058263,704,19255873
25000000,17.339852,326,10589102
25000000,15.279021,380,48531470
25000000,5.753564,10,6500000
25000000,35.022029,712,71009334
25000000,1.894749,31,3052000
14000000,14.480628,257,34670720
25000000,14.613152,301,8784318
24000000,22.258428,477,133000000
24000000,30.445257,835,155721132
24000000,35.244037,840,172363301
25000000,15.333575,285,1397284
24000000,15.237142,225,70181428
41300000,23.441135,531,106371651
8200000,25.03414,505,80035402
24000000,24.70166,541,87055349
24000000,16.146572,341,41895491
65000000,20.793026,374,40002112
24000000,5.771479,67,36609995
24000000,27.326466,721,42105111
24000000,20.69219,742,68729358
17000000,7.701041,160,16980098
24000000,6.589193,92,16290976
24000000,2.753313,58,21049053
24000000,3.113009,49,12372410
24000000,5.566203,53,8434146
24000000,8.630825,141,30551495
24000000,23.343839,581,83188165
24000000,2.353441,19,4562146
28000000,2.439184,26,669276
24000000,26.324874,568,23081726
24000000,49.549984,1991,234710455
23600000,57.300674,3550,102391382
23000000,23.839127,512,185991646
18000000,78.51783,5879,538400000
19000000,33.872182,1699,141407024
23000000,27.33256,546,86930411
23000000,38.799596,1378,53302314
12500000,20.317469,910,75993061
23000000,18.493202,1789,53187659
23000000,53.682367,4097,47351251
23000000,11.183197,325,36642838
25000000,8.842722,73,6399
23000000,8.976738,66,18653615
23000000,26.257951,505,33372606
23000000,12.777008,224,51881013
23000000,6.921263,55,10827816
23000000,12.869436,82,7434726
23000000,15.676123,261,29541790
23000000,5.494047,56,9366227
23000000,6.618149,73,16123851
23000000,7.876883,57,5837674
25000000,35.169779,1343,94679598
22700000,39.890798,902,38119483
22500000,22.096286,431,15520023
22000000,41.967005,1339,505000000
23000000,57.110486,1590,369884651
22000000,16.234053,489,189833357
20000000,11.263361,110,75597042
22000000,20.699212,428,147880543
24000000,17.606087,385,182016617
22000000,13.786075,304,84772742
22000000,35.227212,716,77737889
22000000,27.898438,508,88880821
22000000,23.218144,354,110627965
22000000,26.071644,530,92542418
22000000,9.175762,83,67800064
22000000,81.829237,2512,95708457
22000000,17.7091,319,57479076
22000000,17.772518,301,35424826
22000000,10.259461,225,22400154
26000000,30.114383,551,51164106
22000000,12.887673,154,19351569
22000000,13.410919,223,77112176
22000000,21.865021,480,33788161
30000000,9.448517,201,23619609
22000000,39.006187,1309,63647656
22000000,35.737655,875,43058898
22000000,4.365196,77,13555988
22000000,14.725467,305,10696210
25000000,25.002715,559,72629670
21000000,13.906611,277,26193068
22000000,13.960945,212,17709155
2000000,16.668854,224,14400000
22000000,48.784734,659,15447154
22000000,9.088209,98,12000000
22000000,12.445176,192,9479718
22000000,29.230298,720,15400000
25000000,18.961323,501,92991835
22000000,14.866351,122,24000000
17000000,15.013386,546,73244881
18000000,8.700565,139,70687344
9000000,20.410354,497,46
21000000,10.207065,184,42000000
32000000,5.683281,123,40222729
21000000,63.599973,4742,205738714
21000000,17.746981,356,41170784
21000000,34.433521,1692,43928932
