budget,popularity,vote_count,revenue
112000000,22.845143,621,237382724
120000000,31.703608,1251,227817248
110000000,71.510596,2397,337580051
110000000,36.65422,1179,563749323
110000000,19.625972,389,103951461
110000000,86.105615,1998,179246868
110000000,37.195046,2692,299268508
105000000,32.473628,695,347434178
160000000,23.336875,434,164508066
110000000,45.94834,2303,125537191
110000000,48.93337,2089,383531464
93000000,138.049577,8705,871368364
110000000,22.643776,672,72178895
107000000,18.866672,447,87713825
120000000,95.914473,3793,347234916
130000000,44.490453,1157,211643158
133000000,30.475297,959,300135367
105000000,62.479574,1247,267045765
108000000,167.93287,7268,630161890
126000000,37.68056,1770,162949164
90000000,1.004579,16,10372291
90000000,52.995628,1485,237202299
103000000,95.301296,5439,457640427
102000000,65.948959,2608,358372926
100000000,132.397737,5815,876688482
150000000,88.935165,3855,599045960
100000000,51.188633,1243,362211740
100000000,101.74155,4185,520000000
80000000,33.691694,1344,214104620
100000000,42.361215,1502,266465037
115000000,38.729418,1116,378882411
100000000,40.597856,954,150166126
100000000,32.389353,1060,310650585
100000000,24.399642,1383,170432927
100000000,24.507987,543,242295562
100000000,82.121691,10099,425368238
100000000,46.727941,1129,100138851
100000000,51.113717,1490,169327687
100000000,53.732892,2896,312573423
100000000,58.849256,1926,347451894
100000000,30.863434,967,249288105
100000000,31.586215,572,100086793
100000000,36.711378,1121,268426634
100000000,41.426678,1699,278731369
100000000,20.652943,482,211989043
100000000,52.792678,2281,170877916
100000000,95.007934,6571,392000694
100000000,48.205606,1498,336529144
105000000,58.782359,1560,121214377
102000000,73.872343,2977,130482868
80000000,37.321848,703,140073390
100000000,32.271938,808,82102379
100000000,76.842247,1680,243400000
140000000,38.924136,948,109578115
100000000,19.38841,381,68688831
90000000,61.025639,1795,206172544
105000000,33.507289,783,133718711
100000000,50.767332,1276,93820758
100000000,12.092241,142,7103973
100000000,30.254021,717,94882889
99000000,34.308098,604,246233113
10000000,3.091077,73,13835130
98000000,41.862983,2206,433013274
100000000,46.160048,1910,193772504
94000000,12.516546,187,95311434
85000000,23.230851,601,149044513
90000000,19.224754,334,102000000
92000000,44.455166,1811,172989651
90000000,109.528572,3885,263920180
100000000,18.325897,426,288347692
95000000,37.054554,858,76432727
95000000,65.229868,2672,877244782
95000000,101.187052,2374,543514353
65000000,29.257137,1065,93525586
94000000,85.688789,6122,940335536
94000000,123.630332,8064,1118888979
79000000,106.914973,7487,926287400
95000000,63.628459,957,114178613
115000000,41.498631,2192,274703340
100000000,58.991388,2295,103039258
93000000,1.859364,2077,368780809
93000000,138.433168,4347,482860185
90000000,21.436682,572,162839667
92000000,65.402595,3493,304654182
145000000,10.660441,106,25819961
92000000,77.817571,5152,631442092
98000000,7.029308,136,10017322
95000000,61.121717,2010,226497209
90000000,104.121555,4412,589390539
90000000,73.575118,3806,497366869
100000000,37.698465,1165,167805466
90000000,35.814765,1054,347325802
100000000,15.835672,488,155464351
100000000,46.781182,1747,242988466
90000000,69.457898,2271,886686817
90000000,43.348022,3144,188133322
92000000,40.20395,1232,264105545
90000000,63.429157,4339,289847354
90000000,67.427755,2008,304320254
92000000,43.192048,1667,188072649
90000000,47.651083,2434,232617430
90000000,51.881077,2066,366101666
90000000,57.834787,5766,524028679
100000000,29.608322,621,94061311
120000000,51.548589,1224,186053725
75000000,38.832842,1173,200276000
90000000,40.597344,1048,201596308
88000000,140.849495,2513,243637091
100000000,34.035114,1974,235926552
90000000,16.302378,466,182290266
90000000,55.249434,1308,171120329
95000000,28.200874,634,190213455
80000000,18.69984,392,162944923
90000000,40.262261,1648,174578751
95000000,56.811056,1418,156505388
90000000,51.535701,3235,334901337
68000000,20.913852,302,118063304
92000000,27.166757,579,143049560
90000000,16.058284,369,60874615
90000000,46.200042,2166,484635760
100000000,24.939295,963,93700000
90000000,15.350451,290,140807547
100000000,15.625949,264,35168966
20000000,31.802807,650,79114085
88000000,24.100863,616,108539911
90000000,3.593349,50,16178959
87000000,14.824166,216,148336445
92000000,32.079995,950,494471524
90000000,57.739713,3218,429632142
100000000,37.272385,1410,384335608
75000000,53.213931,2825,288500217
85000000,36.38795,840,315156409
85000000,60.929352,3783,450717150
75000000,36.605246,924,132274484
85000000,56.257411,2566,358375603
85000000,29.21998,1449,340487652
85000000,34.773106,1345,208076205
85000000,9.895061,313,183611771
75000000,36.743324,932,152930623
85000000,44.967453,1225,194168700
90000000,41.207568,1240,250649836
85000000,16.479851,360,219103655
85000000,42.069993,1999,311312624
85000000,26.61951,656,197309027
85000000,80.316463,4663,288747895
68000000,41.273567,999,96976270
85000000,24.107835,514,80916492
85000000,32.044191,712,137298489
85000000,16.595874,652,162242962
85000000,8.282876,1705,158468292
90000000,36.069611,1147,142940100
85000000,18.827753,427,78382433
85000000,48.126297,1114,183018522
60000000,38.885195,2126,47664559
60000000,29.211255,516,74208267
84000000,17.783361,332,123307945
84000000,31.435539,820,275650703
50000000,57.673932,1940,41037742
82500000,41.176631,2104,237681299
8000000,13.661289,226,21028755
85000000,11.77398,119,112483764
85000000,21.218,1799,222231186
85000000,58.57976,1527,160388063
65000000,51.970905,2023,84785914
82000000,18.447479,595,96085477
80000000,109.684788,3012,484572835
80000000,77.580661,2926,274470394
80000000,75.290998,2631,457696359
75000000,68.550698,9455,691210692
80000000,58.040149,3739,254455986
80000000,59.113174,1673,280000000
80000000,36.32705,1074,343397247
80000000,55.659988,1314,145771527
85000000,14.132583,288,144000000
75000000,34.070054,855,140464664
82000000,26.065735,785,190320568
75000000,23.473004,484,342695435
80000000,45.589568,1155,246984278
80000000,23.496054,1051,230685453
80000000,16.939441,410,266728738
80000000,81.914696,6336,294804195
80000000,19.500893,331,163733697
75000000,29.558157,1333,260696994
80000000,46.075037,1583,245676146
80000000,23.531721,901,212874442
80000000,49.078546,1077,181001478
80000000,37.02665,1543,214918407
75000000,45.154631,1270,224012234
80000000,46.887983,1018,178066569
79000000,24.598479,533,173013509
80000000,32.363538,2164,157107755
80000000,11.50396,695,177977226
80000000,19.375768,369,91188905
80000000,36.125715,1288,250200000
80000000,41.890722,1043,233093859
75000000,22.179658,431,136982834
68000000,139.575085,3946,211817906
70000000,18.264635,332,164000000
80000000,11.187696,220,201584141
80000000,41.670544,831,122563539
80000000,27.46264,498,169852759
80000000,17.455024,388,136159423
80000000,21.394281,393,96105964
80000000,61.692197,1497,473226958
80000000,14.530946,292,90874570
80000000,25.978555,631,123729176
102000000,36.788745,932,147080413
75000000,31.054334,893,142400065
85000000,21.891078,577,71485043
88000000,40.138009,818,105316267
70000000,44.090535,1509,101371017
80000000,36.664991,1195,122444772
80000000,18.26121,189,34566746
80000000,16.681269,378,159212469
80000000,10.088006,133,126546518
44000000,7.89147,255,21400000
80000000,16.715631,297,68514844
80000000,9.357734,165,53825515
80000000,11.22268,318,19480739
80000000,14.564667,299,17626234
90000000,11.356079,305,69131860
90000000,52.612025,1316,146936910
80000000,13.800656,267,33463969
86000000,27.097932,639,107944236
80000000,7.342892,111,5989640
130000000,50.561849,1267,117831631
60000000,59.248437,3009,313542341
45000000,90.457886,5376,788241776
79000000,40.723459,1030,355692760
78000000,41.247402,915,248384621
78000000,10.083905,1115,209196298
100000000,16.759252,318,108103450
79000000,22.132418,604,149673788
76000000,10.520961,2028,236350661
64000000,35.384423,756,97571250
80000000,15.673154,359,15071514
76000000,8.981427,87,35134820
75000000,31.482872,3462,875958308
78000000,47.436675,1155,179265204
76000000,136.886704,4637,970761885
75000000,60.442593,3260,816969268
73000000,2.502487,2487,229074524
75000000,48.110909,3237,532680671
76000000,35.387874,2071,69959751
75000000,4.66891,4097,296339527
75000000,73.82289,2528,258270008
75000000,51.469576,1456,335062621
80000000,85.115058,2951,660940780
75000000,61.437586,2105,196482882
50000000,31.160542,709,90450008
80000000,15.761384,183,78000586
75000000,71.124686,5487,117698894
80000000,38.864027,1705,271430189
60000000,57.753914,1910,219417255
35000000,13.25753,202,73034460
75000000,13.318744,283,215663859
75000000,18.70031,338,119000410
75000000,47.094369,1557,367275019
70000000,14.486311,284,154937680
53000000,18.61472,292,95226116
70000000,29.035222,696,130358911
70000000,27.055085,573,85632458
75000000,23.004607,772,98159963
75000000,48.744209,2265,108145109
80000000,14.209329,369,55041367
75000000,36.368839,874,140175006
75000000,24.353302,302,67631903
55000000,19.143321,311,127600435
75000000,37.917002,880,226904017
52000000,23.663713,512,77944725
75000000,14.44381,313,36754634
75000000,10.605084,166,51142659
75000000,11.873856,221,14567883
75000000,8.098369,78,5409517
45000000,20.374308,276,21009180
75000000,42.006908,1946,248118121
74000000,875.581305,4571,1156730962
82000000,39.127082,1623,89792502
73000000,20.790703,327,103891409
75000000,18.65988,476,13100000
73000000,45.720894,1022,349779543
70000000,21.789615,444,111231041
75000000,20.199057,390,61458982
70000000,26.123705,513,86658558
72500000,12.599836,491,162966177
70000000,13.543053,410,176104344
72000000,60.722162,3336,210000000
72000000,32.227223,765,96889998
75000000,46.875375,2264,527068851
72000000,11.215702,188,37317558
94000000,8.468586,179,54744738
74500000,8.884318,180,62172050
60000000,27.491891,1071,256697520
71000000,21.462935,686,294456605
72000000,28.848187,1599,408247917
150000000,47.320801,2988,919838758
120000000,82.643036,3877,461983149
70000000,20.230535,455,309457509
70000000,46.217769,1424,277448382
74000000,36.952268,719,311594032
80000000,16.411345,470,309492681
70000000,72.595961,6430,319131050
70000000,33.648404,1532,300854823
70000000,57.69847,1896,240031094
80000000,34.052253,770,116643346
68000000,27.299301,1078,203388341
75000000,20.219385,409,42285169
70000000,42.957216,1217,171183863
75000000,29.412262,666,443140005
75000000,19.708731,521,114660784
70000000,59.428223,2981,161025640
70000000,19.711951,391,118000000
70000000,49.199234,1448,202466756
70000000,46.199482,1994,122919055
66000000,29.505574,992,177584879
70000000,43.873266,1523,154984035
70000000,24.961625,808,90000098
70000000,23.25645,493,134748021
70000000,64.457947,2389,215529201
70000000,20.089933,352,116672912
70000000,48.032734,1184,135560026
70000000,16.92991,630,131457682
70000000,14.780634,304,67112664
70000000,14.086292,228,65977295
60000000,29.261348,609,55987321
70000000,13.267631,269,33561137
70000000,58.401204,1862,160112671
75000000,23.515938,385,59418613
70000000,14.244518,241,32287044
66000000,29.501489,695,57777106
70000000,8.37378,97,19924033
70000000,10.930537,179,19870567
75000000,10.54544,228,13596911
70000000,6.682006,43,18662027
70000000,46.832372,826,17752940
70000000,24.664776,439,57958696
70000000,13.483387,180,38629478
50000000,44.478043,1659,122915111
70000000,25.020428,533,61279452
68000000,22.392544,437,193000000
68000000,107.069763,2301,698491347
68000000,22.572323,423,71069884
69000000,113.858273,6478,543513985
60000000,10.004564,222,35431113
68000000,68.734513,2463,217022588
70000000,18.888806,395,39041505
68000000,12.948627,250,29762011
36000000,27.11589,611,83160734
90000000,26.153669,481,60289912
80000000,28.223664,588,52099090
70000000,37.507136,895,113280098
69000000,11.023691,531,86387857
69000000,38.634767,1269,112265139
66000000,25.877794,602,212404396
66000000,18.59991,488,189198313
67000000,12.282911,207,25303038
70000000,76.041867,5048,481840909
66000000,54.81489,1520,203277636
70000000,31.39165,992,374111707
59000000,99.561972,3857,383257136
68000000,26.792794,567,75715436
65000000,36.307296,1429,275293450
63000000,104.309993,8907,463517383
52000000,68.140214,1599,355237933
65000000,14.646884,297,172855065
61000000,48.356214,1884,441809770
65000000,28.540267,838,250821495
65000000,22.977983,1062,128107642
95000000,31.086791,1183,250288523
65000000,43.865294,1685,211780824
65000000,43.055253,1400,163442937
65000000,15.772081,403,128884132
70000000,26.19909,588,255000211
50000000,22.769108,453,150270147
65000000,18.281798,238,69700000
63000000,24.697533,447,162945894
65000000,31.349143,1743,179379533
65000000,27.870312,1234,162091208
65000000,33.439187,466,133821816
50100000,59.634029,2542,153962963
65000000,38.994297,1389,156974557
65000000,49.660055,1252,128905366
4200000,11.743085,215,38376497
65000000,6.227675,1600,240159255
45000000,42.57877,1175,73762516
65000000,15.858629,314,89456761
65000000,15.194239,779,64321501
63000000,146.757391,9413,100853753
65000000,8.629665,186,43545364
65000000,16.803457,269,17218080
65000000,31.324734,687,71154592
50000000,20.415572,274,42093706
43000000,28.613892,575,56681566
65000000,85.428395,1286,39407616
64000000,4.137237,63,74608570
55000000,60.246978,1772,203427584
50000000,42.551902,1165,132180323
63000000,40.137264,979,296655431
65000000,24.857079,409,44091067
63000000,40.413191,4856,920100000
63000000,13.859307,202,25052000
62000000,18.832471,386,215887717
65000000,9.568884,145,121545703
64000000,12.421504,261,101595121
62000000,18.096884,340,127666415
62000000,11.056763,195,107879496
62000000,13.218008,242,41819064
62000000,11.262655,178,18720175
44000000,68.717016,4274,155760117
63000000,16.791058,331,183953723
65000000,65.197968,4997,422610419
80000000,32.829538,1373,516642939
60000000,30.951203,1343,244082376
60000000,103.698022,4048,284600000
150000000,47.973995,944,314432665
61000000,143.041543,5862,369330363
60000000,86.476817,3583,214034224
58000000,59.824565,1174,352194034
60000000,18.345613,205,149705852
60000000,56.488027,4537,264118201
70000000,29.464852,817,218613188
60000000,18.106021,506,164433867
61000000,42.881415,1589,131940411
60000000,18.735024,352,93375151
60000000,62.766854,1919,176070171
60000000,24.153567,487,93354918
60000000,41.515702,1272,171757863
70000000,26.676487,588,171844840
60000000,16.278022,353,157920733
60000000,18.831023,526,129181830
61000000,113.161483,3040,311256926
60000000,28.800112,636,204594016
58000000,41.430245,2808,71664962
55000000,23.127561,422,100230832
60000000,12.867352,292,186883563
65000000,44.815022,1451,217764291
60000000,37.537093,779,165333180
60000000,10.99991,207,74541707
60000000,56.868399,2998,218340595
60000000,22.991269,604,73648228
60000000,38.820858,1325,137551594
60000000,51.146047,1386,124596398
60000000,20.501582,950,163403799
70000000,45.299089,1553,130293714
50000000,4.280619,137,61112916
60000000,28.848842,644,170268750
60000000,22.501041,575,129832389
66000000,47.479755,2225,99318987
70000000,10.147321,109,56702901
60000000,39.539045,789,107139399
60000000,19.747459,527,159330280
60000000,29.018826,581,96269812
60000000,16.493576,258,50877145
60000000,13.080725,210,104324083
60000000,42.538258,1173,50549107
60000000,29.876507,1581,101134059
60000000,61.849521,1621,205754447
70000000,37.44963,1365,162000000
61000000,37.378081,1462,95696996
60000000,30.656345,668,108255770
75000000,15.142701,338,46683377
60000000,59.547928,3070,469160692
60000000,27.615108,669,43061982
60000000,29.041198,1778,105200903
60000000,25.293538,524,62357900
60000000,23.85119,1125,122233971
60000000,21.685719,484,87784194
78146652,13.630049,201,60000000
65000000,6.80692,80,36850101
60000000,15.352807,225,77920346
70000000,23.661071,556,104945765
60000000,21.605533,479,67312826
60000000,22.620125,391,119940815
80000000,24.657931,487,74901339
60000000,12.621769,130,33956608
60000000,21.08952,380,55003135
60000000,18.380176,375,73174566
60000000,17.299333,234,31720158
80000000,16.848899,251,39459427
60000000,21.547446,797,47383689
60000000,36.689223,549,71073932
60000000,28.350927,692,78309131
60000000,18.815442,372,26288320
60000000,29.787135,742,26673242
60000000,8.927137,204,52322400
50000000,15.213484,287,49111202
60000000,13.155999,271,17800000
72000000,15.433244,285,27642707
90000000,5.762037,109,14828081
60000000,22.736038,487,30800231
60000000,45.514031,1602,90565421
60000000,18.676291,371,50650079
30000000,14.376463,274,25473093
60000000,27.018886,592,57490374
60000000,14.84856,320,39031337
60000000,52.417529,1055,30418560
68490000,4.72629,24,193677158
80000000,8.923215,91,10166502
58000000,514.569956,10995,783112979
58800000,87.53437,4469,542307423
58000000,45.351617,995,158162788
58000000,13.43573,579,102854431
83000000,6.248309,134,59468275
63000000,31.294717,690,189015611
58000000,7.739276,130,41299492
58000000,14.403696,276,85280250
58000000,1.551497,1658,44000000
60000000,2.143764,1363,300228084
58000000,12.29603,178,50365377
57000000,33.8473,1374,152944660
70000000,21.723897,453,58058367
57000000,31.791979,535,115267375
60000000,14.113066,226,61347797
57000000,48.622278,1135,149217355
57000000,9.061866,145,62112895
56000000,35.4763,842,113006880
56000000,23.438398,381,57223890
55000000,138.133331,7927,677945399
60000000,47.336034,1177,361366633
55000000,29.97224,1698,330444045
55000000,47.845589,1457,346079773
55000000,48.507081,1022,300218018
54000000,20.28119,702,128769345
70000000,34.576913,1665,368100420
55000000,36.194802,1129,231449203
55000000,52.786917,2454,95000000
55000000,38.06168,1122,152263880
50000000,19.830132,1019,287928194
55000000,79.922059,2954,192330738
55000000,19.738215,485,154906693
53000000,20.334629,498,157387195
55000000,80.581367,2525,307077295
55000000,32.05145,772,223387299
55000000,15.064058,210,214015089
55000000,21.272734,529,198685114
30000000,79.754966,4949,180949000
30000000,50.622607,3948,152159461
55000000,22.787667,458,63408614
55000000,29.498304,636,149022650
55000000,25.400935,735,56932305
55000000,17.231675,256,121969216
55000000,32.835777,751,187361754
55000000,17.097041,461,127906624
55000000,14.414937,254,110000000
50000000,45.856409,1633,159773545
55000000,7.027139,120,141047179
55000000,32.657488,658,41610884
50000000,12.46525,236,75000000
55000000,39.882276,883,259207227
68000000,39.395881,881,68267862
55000000,8.634954,189,34234008
55000000,8.802525,188,33828318
60000000,23.700759,374,118338361
55000000,27.50916,1131,113020255
50000000,20.58862,284,60209334
55000000,4.366488,194,18626419
70000000,18.927463,438,154648887
55000000,15.274137,303,74237563
62000000,29.954302,703,52304001
56000000,4.362535,48,12923936
55000000,4.700024,62,11466088
50000000,14.808304,316,80383290
57000000,9.27875,91,28283637
55000000,22.863516,573,89519773
2000000,23.962109,395,9250000
55000000,12.669778,123,6416302
54000000,67.169587,1528,155010032
55000000,41.472404,2039,168167691
55000000,22.503935,481,9489829
54000000,59.194915,1546,136766062
57000000,22.894898,327,52034889
54000000,18.600367,407,130431368
54000000,30.515175,629,190458706
54000000,9.053456,104,7266209
55000000,7.768223,95,9450897
46000000,19.643365,308,107196498
53000000,45.565918,1432,139804348
52500000,57.374341,1300,179213434
75000000,8.41856,113,54249294
53000000,46.049902,1242,98837872
90000000,23.9366,526,65900249
53000000,49.593978,1486,126690726
67000000,16.637642,459,25037897
52000000,73.944049,3795,352114312
40000000,38.306954,1702,132820716
52000000,26.251217,832,204999686
52000000,30.780599,1386,609841637
52000000,25.41929,1013,216485654
50000000,15.98212,316,110803676
52000000,40.072583,771,98126565
52000000,32.015477,736,75450437
82000000,24.444186,435,47434430
52000000,40.06688,1307,116112375
52000000,27.916284,675,52826594
51000000,39.001682,927,149270999
51000000,10.430832,225,72779000
50000000,94.815867,2436,709827462
60000000,67.298732,4056,484409218
50200000,26.60772,1652,127869379
48000000,28.803729,909,390493908
50000000,27.039636,913,273552592
50000000,68.87691,4697,549368315
50000000,37.885022,915,314178011
50000000,35.537397,832,202292902
50000000,38.125008,923,173649015
50000000,18.121404,644,171269535
50000000,37.069253,2435,260095987
52000000,30.347332,716,256271286
50000000,23.854701,850,177371441
50000000,52.380982,3319,188441614
60000000,50.163785,1516,223664608
70000000,43.849351,1813,225990978
50000000,45.318703,1650,216972543
50000000,38.616744,854,242786137
50000000,65.90161,1652,212902372
45000000,45.220386,1630,184376254
90000000,17.457947,548,161626121
50000000,10.755847,213,152022101
50000000,38.629763,909,120081841
50000000,32.693093,1486,155446362
50000000,18.806031,399,88715192
50000000,32.233713,632,161451538
50000000,37.990705,2443,142851197
50000000,17.667826,820,200804534
50000000,46.180421,1381,110206216
50000000,30.397496,513,189859560
50000000,83.295796,2268,222809600
50000000,23.935053,509,106303988
54000000,84.630969,4442,132511035
50000000,16.251204,692,88323487
50000000,9.894346,106,69834815
50000000,12.050755,542,66002004
50000000,11.596207,220,100020092
50000000,53.02787,3239,224803475
50000000,14.382253,276,119137784
50000000,43.450266,1567,144492830
50000000,16.871194,451,94000000
50000000,42.526529,938,69411370
50000000,34.890999,755,97437106
45000000,18.186026,267,82800000
50000000,13.576765,223,50068310
50000000,19.434672,395,48169156
50000000,62.925175,1506,109423648
50000000,32.927994,1067,97607453
50000000,39.920035,1611,234989584
50000000,28.725621,582,44547681
